English,Hindi,Romanized_Hindi,Telugu
"My lunch included a peanut butter sandwich, crackers, juice, and a cheese stick.","मेरे दोपहर के भोजन में पीनट बटर सैंडविच, क्रैकर्स, जूस और एक चीज़ स्टिक शामिल थे।","Mere dopahar ke bhojan mein peanut butter sandwich, crackers, juice, aur ek cheese stick shamil the.","నా మధ్యాహ్న భోజనంలో పీనట్ బటర్ శాండ్‌విచ్, క్రాకర్స్, జ్యూస్ మరియు ఒక చీజ్ స్టిక్ ఉన్నాయి."
The cruise cut through the Bermuda Triangle.,क्रूज़ बरमूडा ट्राइएंगल से होकर गुज़रा।,Cruise Bermuda Triangle se hokar guzra.,ఆ క్రూయిజ్ బెర్ముడా ట్రయాంగిల్ గుండా వెళ్ళింది.
He was very scared when he saw this big snake.,वह इस बड़े साँप को देखकर बहुत डर गया था।,Vah is bade saanp ko dekhkar bahut dar gaya tha.,ఈ పెద్ద పామును చూసి అతను చాలా భయపడ్డాడు.
I put my headphones on and listened to some smooth jazz.,मैंने अपने हेडफ़ोन लगाए और कुछ स्मूथ जैज़ संगीत सुना।,Maine apne headphones lagaye aur kuch smooth jazz sangeet suna.,నేను నా హెడ్‌ఫోన్‌లు పెట్టుకుని స్మూత్ జాజ్ సంగీతం విన్నాను.
You need to be able to justify why you're wearing yellow socks in a formal environment.,आपको यह बताने में सक्षम होना चाहिए कि आप औपचारिक माहौल में पीले मोज़े क्यों पहन रहे हैं।,Aapko yeh batane mein saksham hona chahiye ki aap aupcharik mahaul mein peele moze kyon pehan rahe hain.,అధికారిక వాతావరణంలో మీరు పసుపు రంగు సాక్సులు ఎందుకు ధరించారో మీరు సమర్థించుకోగలగాలి.
The Pearl Tower in Shanghai is one of the most memorable sites in China.,शंघाई में पर्ल टॉवर चीन के सबसे यादगार स्थलों में से एक है।,Shanghai mein Pearl Tower China ke sabse yaadgar sthalon mein se ek hai.,షాంఘైలోని పెర్ల్ టవర్ చైనాలోని అత్యంత గుర్తుండిపోయే ప్రదేశాలలో ఒకటి.
I couldn’t tear myself away from you even if I tried.,मैं चाहकर भी खुद को तुमसे दूर नहीं कर सकता।,Main chaahkar bhi khud ko tumse door nahi kar sakta.,నేను ప్రయత్నించినా నిన్ను వదిలి ఉండలేను.
Tom has some pretty big shoes to fill.,टॉम को बहुत बड़ी ज़िम्मेदारियाँ निभानी हैं।,Tom ko bahut badi zimmedariyan nibhani hain.,టామ్ చాలా పెద్ద బాధ్యతలను భుజాన వేసుకోవాల్సి ఉంది.
He wears suspenders instead of a belt.,वह बेल्ट की जगह सस्पेंडर्स पहनता है।,Vah belt ki jagah suspenders pehanta hai.,అతను బెల్టుకు బదులుగా సస్పెండర్లను ధరిస్తాడు.
We are buzzing on this espresso.,हम इस एस्प्रेसो को पीकर बहुत उत्साहित महसूस कर रहे हैं।,Hum is espresso ko peekar bahut utsaahit mehsoos kar rahe hain.,ఈ ఎస్ప్రెస్సో తాగిన తర్వాత మేము చాలా ఉత్సాహంగా ఉన్నాము.
"She waited until the elevator was full to clear her throat and say, “You guys might be wondering why I called this meeting.","उसने लिफ्ट के भरने का इंतज़ार किया और फिर गला साफ़ करके कहा, ""आप लोग सोच रहे होंगे कि मैंने यह मीटिंग क्यों बुलाई है।""","Usne lift ke bharne ka intezaar kiya aur phir gala saaf karke kaha, ""Aap log soch rahe honge ki maine yeh meeting kyon bulayi hai.""","లిఫ్ట్ నిండే వరకు ఆమె వేచి చూసి, గొంతు సవరించుకుని ఇలా అంది, ""నేను ఈ సమావేశాన్ని ఎందుకు పిలిచానో మీరు ఆలోచిస్తూ ఉండవచ్చు."""
He goes to football every day.,वह हर दिन फुटबॉल खेलने जाता है।,Vah har din football khelne jaata hai.,అతను ప్రతిరోజూ ఫుట్‌బాల్ ఆడటానికి వెళ్తాడు.
